dataset,representation,embedding_tag,objective,pair_condition,N,run,seed,train_examples,train_pairs,val_pairs,epochs_trained,general_pair_accuracy,same_image_accuracy,mse,mae,pearson,spearman,kendall_c,rating_mode,test_examples,general_test_pairs,same_image_test_pairs
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,3,2,3693,7386,1620,19,0.8308354866494402,0.7768817204301075,6.181273460388184,2.107078790664673,0.6452134967889744,0.6075178724464746,0.48631138867436097,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,3,2,3693,7386,1620,17,0.8440999138673557,0.7896505376344086,6.607017993927002,2.152143716812134,0.6572967685610251,0.6114566144015421,0.4887170687302891,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,4,3,3693,7386,1620,18,0.8327304048234281,0.7883064516129032,9.152665138244629,2.638282060623169,0.6392044213373254,0.6060919348145151,0.4845110853430332,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,4,3,3693,7386,1620,16,0.8103359173126615,0.7862903225806451,7.89379358291626,2.416738271713257,0.6016745170014985,0.5674454629223736,0.4516070798412271,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,5,4,3693,7386,1620,20,0.843755383290267,0.7836021505376344,7.5128021240234375,2.3890466690063477,0.6651003006764995,0.6215250952351258,0.4966304899668947,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,5,4,3693,7386,1620,17,0.8280792420327304,0.782258064516129,8.102685928344727,2.372406005859375,0.6363384479020624,0.600139681895471,0.477452313599981,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,6,5,3693,7386,1620,19,0.8356589147286821,0.7876344086021505,7.564178943634033,2.4114890098571777,0.6430192812720747,0.6015660075712673,0.4805583314353487,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,6,5,3693,7386,1620,16,0.8096468561584841,0.7775537634408602,4.946034908294678,1.857094407081604,0.6023476772119238,0.5671577416461105,0.4505704216592318,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,7,6,3693,7386,1620,22,0.8434108527131783,0.8084677419354839,10.766002655029297,2.7824220657348633,0.6486476763357558,0.6137646329993375,0.4909249132553021,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,7,6,3693,7386,1620,16,0.8170542635658915,0.7950268817204301,4.739614486694336,1.8491652011871338,0.6337335922459033,0.585970093628218,0.46656740268903,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,2.0,8,7,3693,7386,1620,22,0.8484065460809647,0.7983870967741935,15.429462432861328,3.4160027503967285,0.6418216516900088,0.6278624772526623,0.5025101619456926,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,2.0,8,7,3693,7386,1620,16,0.834108527131783,0.7815860215053764,9.810064315795898,2.746515989303589,0.6260497660142335,0.6050243203891814,0.48173743119960294,rounded_mean,1161,5805,1488
