dataset,representation,embedding_tag,objective,pair_condition,N,run,seed,train_examples,train_pairs,val_pairs,epochs_trained,general_pair_accuracy,same_image_accuracy,mse,mae,pearson,spearman,kendall_c,rating_mode,test_examples,general_test_pairs,same_image_test_pairs
VICR,vilbert,vilbert,hinge,different_image,0.1,1,0,10175,1018,231,23,0.898070230939576,0.8177542621987066,10.36343002319336,2.778796911239624,0.8262822441895707,0.850740540669265,0.7582320756939531,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,bradley_terry,different_image,0.1,1,0,10175,1018,231,23,0.9004745333755141,0.8271604938271605,21.540464401245117,3.7621006965637207,0.8488574156222274,0.8569469581209654,0.7659790845023695,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,hinge,different_image,0.1,2,1,10175,1018,231,23,0.9007276178424549,0.8177542621987066,13.920668601989746,3.1128861904144287,0.844428189483069,0.8527760092830485,0.7630274498767554,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,bradley_terry,different_image,0.1,2,1,10175,1018,231,22,0.9064220183486239,0.8271604938271605,17.650754928588867,3.2846169471740723,0.8501555118122646,0.8602375726132995,0.772136559126118,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,hinge,different_image,0.1,3,2,10175,1018,231,22,0.8917431192660551,0.8024691358024691,6.756192207336426,2.233213424682617,0.8294759914409164,0.8478018003796749,0.7527528990671564,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,bradley_terry,different_image,0.1,3,2,10175,1018,231,21,0.8978171464726352,0.8106995884773662,13.129979133605957,2.9637625217437744,0.8479174168047037,0.8547677181805492,0.7622040346395853,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,hinge,different_image,0.1,4,3,10175,1018,231,22,0.903131920278393,0.8271604938271605,10.043183326721191,2.7398879528045654,0.8284066592730923,0.8588864720599076,0.7701044173587842,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,bradley_terry,different_image,0.1,4,3,10175,1018,231,22,0.9042708003796267,0.8465608465608465,20.15690040588379,3.7411792278289795,0.8571815588509075,0.8620717582335378,0.7745620186548713,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,hinge,different_image,0.1,5,4,10175,1018,231,21,0.8985763998734577,0.8318636096413874,7.566826343536377,2.3182291984558105,0.8178749668982626,0.8567471189654825,0.7664649770549627,rounded_mean,3161,15805,1701
VICR,vilbert,vilbert,bradley_terry,different_image,0.1,5,4,10175,1018,231,20,0.9079405251502689,0.8389182833627278,21.525110244750977,3.8774940967559814,0.8605753315331253,0.86667339044605,0.7790141155039156,rounded_mean,3161,15805,1701
