,mse,mae,pearson,spearman,kendall
0,0.3547407377373375,0.44287814859422237,0.908645756080393,0.8886368264158919,0.8132740441002286
1,0.36127167581281633,0.4387206989766223,0.9078973900796978,0.8865855675035555,0.8098828043176082
2,0.35635264974198994,0.44434877331594014,0.9080181110282208,0.888181222674574,0.8125972473161067
3,0.3579688247678959,0.4519528292546126,0.9070369863479006,0.8876641210553414,0.8116802564792096
4,0.3522745877463008,0.44785843401609887,0.9084590884725869,0.8879441456391607,0.8121503862970895
